,userid,username,followers,tweets,profile_desc,location,verified,entities,search_term
326,1115728297051082753,Idealoli,252,8175,"🇨🇦 🍁 he/him

roblox dev (UI Designing & Building)
i am crazy with ideas","Quebec, Canada",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AvuyuKF9q1', 'expanded_url': 'https://www.roblox.com/users/372914675/profile', 'display_url': 'roblox.com/users/37291467…'}]}}",234239
327,4861780901,headr0ws,3114,8732,i make stuff on roblox,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zW7SbAzilF', 'expanded_url': 'https://r0w.carrd.co/', 'display_url': 'r0w.carrd.co'}]}}",234239
328,1540761125880561664,BenTech901,0,1,We've been helping people with their tech needs since 2021.,"New York City, New York",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/35EkYZFn3y', 'expanded_url': 'http://bit.ly/bentechsupport', 'display_url': 'bit.ly/bentechsupport'}]}}",234239
329,1473655537682325512,PirateVisuaIs,1120,47,Production company with the main goal of providing affordable editing & GFX services to the community.,,False,,234239
330,1539944745514016768,phoenixstrum,119,77,black • butch vampire • 15 • proship dni • txti byf,@glyphth3ory's nonart acc,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CSChRzjqOF', 'expanded_url': 'http://txti.es/theostxt', 'display_url': 'txti.es/theostxt'}]}}",234239
331,1368907407024398338,Shipguy1,1,20,,,False,,234239
332,347591743,LeahAshe,500711,10890,Business inquiries: ♡ ☻ TheLeahAshe@gmail.com • Pink Queen 👑 • 🌟CODE: LEAHASHE when buying Robux • 4M Angels,"Los Angeles, CA",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eJXjtT2P7h', 'expanded_url': 'https://www.youtube.com/channel/UCyQVt6PHgeW2kmh7mYJfGdQ', 'display_url': 'youtube.com/channel/UCyQVt…'}]}}",234239
333,2608153474,AshleyTheUni,59915,14762,"Use Code ""Unicorn"" when buying ROBUX! 
Business inquiries: ashley@blackshore.com","Austin, TX",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xulllKGti2', 'expanded_url': 'https://linktr.ee/AshleyTheUnicorn', 'display_url': 'linktr.ee/AshleyTheUnico…'}]}}",234239
334,2586443965,MeganPlays,426260,31472,“POV: she literally never stops talking” #STAYPEACHY 🍑 🌸,"She/Her | Dallas, TX",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XR9Q1f2aAu', 'expanded_url': 'https://direct.me/meganplays', 'display_url': 'direct.me/meganplays'}]}, 'description': {'hashtags': [{'start': 41, 'end': 52, 'tag': 'STAYPEACHY'}]}}",234239
335,2911087242,katlienteee,6883,2936,Twitch Partner (40k) ✨stream advice tiktokker (400k) | social content producer @dignitas | 💍 @achauie | email: katliente.ttv@gmail.com🔥♥@lol_eXyu (she/her),"California, USA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/r2SqUxdf4A', 'expanded_url': 'http://www.twitch.tv/katliente', 'display_url': 'twitch.tv/katliente'}]}, 'description': {'mentions': [{'start': 79, 'end': 88, 'username': 'dignitas'}, {'start': 93, 'end': 101, 'username': 'achauie'}, {'start': 136, 'end': 145, 'username': 'lol_eXyu'}]}}",234239
336,4499556257,hannahxxrose,637778,5971,"rose obsessed streamer 🌹 - Use code ""Hannah"" at @GFuelEnergy - 🌷 https://t.co/bN6nt9mLne - contact: HannahxxrosePR@gmail.com",,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JnoYEkbMvV', 'expanded_url': 'https://www.youtube.com/c/hannahxxrose', 'display_url': 'youtube.com/c/hannahxxrose'}]}, 'description': {'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/bN6nt9mLne', 'expanded_url': 'http://twitch.tv/hannahxxrose', 'display_url': 'twitch.tv/hannahxxrose'}], 'mentions': [{'start': 48, 'end': 60, 'username': 'GFuelEnergy'}]}}",234239
337,69981632,VidCon,342914,14179,"Join us for VidCon 2022 in Anaheim, June 22 - 25!",,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rBSQLa5vtp', 'expanded_url': 'https://linktr.ee/vidcon', 'display_url': 'linktr.ee/vidcon'}]}}",234239
338,1348289000486952960,juljuly054,16,441,"i have the iq of an air purifier
dont talk to the man in orange he will steal your connective tissue - me, 6/22",she/they | minor,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BP1Iz6WOOe', 'expanded_url': 'https://z3r0n1c.carrd.co/', 'display_url': 'z3r0n1c.carrd.co'}]}}",234239
339,1212818307981557760,Vumahs,145,1295,"Hi, i'm Kai! ⭐ 
18 | Content Creator | Editor

• https://t.co/dRbxJciSae | (1.2k+)",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/W2G6jUb9rJ', 'expanded_url': 'https://www.youtube.com/Vumas', 'display_url': 'youtube.com/Vumas'}]}, 'description': {'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/dRbxJciSae', 'expanded_url': 'http://youtube.com/vumas', 'display_url': 'youtube.com/vumas'}]}}",234239
